"isoform_id","gene_name","best_day","p_value","fdr"
"ENSMUST00000206500","Ntrk3","Day3",0.00448932904313448,0.0116534175885144
"ENSMUST00000206513","Polr1a","Day6",0.00649372115398883,0.0144296118078239
"ENSMUST00000206517","Tm2d3","Day6",0.0230920325375009,0.0313156061547585
"ENSMUST00000206551","Plpp4","Day12",0.00030744839340513,0.00270249433201742
"ENSMUST00000206556","Polr1a","Day6",0.0357454307896696,0.0404640459959978
"ENSMUST00000206571","Mboat7","Day3",0.0222035173253611,0.0305536885023793
"ENSMUST00000206573","Sox6","Day12",0.0126034436978544,0.0214740297071184
"ENSMUST00000206575","Selenos","Day12",0.00262014355094675,0.00856758261267754
"ENSMUST00000206577","Atxn2l","Day12",0.022987342545748,0.0312159346667444
"ENSMUST00000206589","Fasn","Day12",0.00959713856247058,0.0184471552118531
"ENSMUST00000206598","Slc3a2","Day12",0.00388331997812397,0.0106808642795316
"ENSMUST00000206606","Txnrd2","Day12",0.0027934509695049,0.0088775676650747
"ENSMUST00000206612","Tjp1","Day12",0.00330314784018204,0.00973961461715432
"ENSMUST00000206613","Thrsp","Day3",0.0198122840742007,0.028475001130628
"ENSMUST00000206619","Emsy","Day12",0.0170694005890146,0.0259037116376623
"ENSMUST00000206620","Xrcc1","Day12",0.0202500735286343,0.028787926818355
"ENSMUST00000206651","Uba2","Day12",0.0428716587851239,0.0452475955746422
"ENSMUST00000206655","Kif22","Day12",0.041147952885719,0.0441198064104238
"ENSMUST00000206674","Hsd3b7","Day12",0.00407372791080696,0.0110086639499535
"ENSMUST00000206750","Dedd2","Day12",0.0498883540540113,0.049908302413707
"ENSMUST00000206762","Ptcd3","Day6",0.00840493134570908,0.0169240141734776
"ENSMUST00000206766","Snrpd2","Day12",0.0141176059117999,0.0229502828398859
"ENSMUST00000206770","Tsku","Day3",0.012370228974296,0.0212523719245095
"ENSMUST00000206794","Cdipt","Day12",0.0211272829142679,0.0295956444239272
"ENSMUST00000206802","Cib1","Day3",0.0235511957143736,0.0316743167734973
"ENSMUST00000206835","Slc6a6","Day12",0.00108193257828315,0.00524163404894428
"ENSMUST00000206844","Mfge8","Day3",0.00162136589782225,0.00655853646825228
"ENSMUST00000206861","Lipe","Day12",0.00430339841980032,0.0113781399435011
"ENSMUST00000206862","Cyfip1","Day3",0.0339634102865221,0.0391732669330176
"ENSMUST00000206875","Mapk3","Day3",0.00251635912928738,0.00839275586946958
"ENSMUST00000206879","Ptcd3","Day6",0.00182804836514106,0.00701733564025666
"ENSMUST00000206882","Mcee","Day3",0.0392693227146464,0.0427689207987442
"ENSMUST00000206887","Josd2","Day3",0.00618859647937708,0.0141388655196059
"ENSMUST00000206918","Plpp4","Day12",0.00789911204420335,0.016258816080289
"ENSMUST00000206923","Luzp2","Day12",4.49641082249652e-05,0.00104026565448404
"ENSMUST00000206924","Kif22","Day12",0.0380770174911733,0.042166178216545
"ENSMUST00000206947","Lsm3","Day6",0.00139324935517071,0.00603329421110813
"ENSMUST00000206949","Ntrk3","Day12",0.000226036685259445,0.00232754024709213
"ENSMUST00000206995","Hsd3b7","Day12",0.00228713289680815,0.00795705978265517
"ENSMUST00000207003","Immt","Day3",0.0392103999707977,0.0427689207987442
"ENSMUST00000207010","Arhgap17","Day3",0.0399268632161458,0.0433032883869629
"ENSMUST00000207017","Pak1","Day6",0.0441590314606021,0.0459808040101942
"ENSMUST00000207077","Camsap3","Day12",0.00164699952836644,0.00661410424563691
"ENSMUST00000207094","LTO1","Day12",0.0232540512299874,0.0314585897511455
"ENSMUST00000207095","Dlg2","Day12",0.000455117349469569,0.00328364576694255
"ENSMUST00000207103","Nup62","Day12",0.000693321640415356,0.00409076501975192
"ENSMUST00000207152","Camsap3","Day6",0.00232022340808169,0.00801921455927388
"ENSMUST00000207185","Map4k1","Day6",0.0433910616232507,0.0455466649848424
"ENSMUST00000207196","Med25","Day3",0.0327912587148167,0.0383295592581356
"ENSMUST00000207204","Myo16","Day3",0.00497616097898645,0.0124012232448899
"ENSMUST00000207226","Smarca2","Day12",0.0105748136468673,0.0195206942484554
"ENSMUST00000207256","Vstm2a","Day12",9.91071403610988e-07,0.00017875248806878
"ENSMUST00000207263","Tmem147","Day6",0.00968218324484971,0.0185338909235567
"ENSMUST00000207271","Nectin2","Day3",0.0405187003745677,0.043641058386535
"ENSMUST00000207276","Nsmce4a","Day3",0.0297010998599162,0.0363148980768982
"ENSMUST00000207296","Tmem147","Day6",0.0411483600431367,0.0441198064104238
"ENSMUST00000207309","Hikeshi","Day12",0.00688257222997368,0.014974962841931
"ENSMUST00000207342","Bcl2l12","Day3",0.00677512530647961,0.0148352076342768
"ENSMUST00000207370","Prmt1","Day6",0.0186559052246671,0.0274214542903512
"ENSMUST00000207373","Mesd","Day12",0.00649372115398905,0.0144296118078239
"ENSMUST00000207389","Pet100","Day3",0.0168879754706105,0.0257376706802916
"ENSMUST00000207412","Fiz1","Day3",0.0242290534126026,0.0319778769570223
"ENSMUST00000207429","Rapgef6","Day3",0.0115270411408329,0.0205056587035403
"ENSMUST00000207432","Camsap3","Day12",0.00165472973887104,0.00663429129695583
"ENSMUST00000207442","Bub3","Day6",0.0383905046365406,0.042328317649995
"ENSMUST00000207477","Myo16","Day3",0.0102154229271277,0.0191093574170186
"ENSMUST00000207480","Fuz","Day12",0.0130456776467522,0.0218621428642847
"ENSMUST00000207488","Dcun1d3","Day12",0.0402821214979856,0.0435408900892251
"ENSMUST00000207493","Kcnc3","Day12",0.0392815923578971,0.0427689207987442
"ENSMUST00000207497","Kcnc3","Day12",0.0490649717337572,0.0493633964638158
"ENSMUST00000207522","Prmt1","Day6",0.0130990333820097,0.0219229996773078
"ENSMUST00000207524","Clasrp","Day12",0.0138483150668748,0.022722884786598
"ENSMUST00000207538","Prss23","Day3",0.00834047041242791,0.0168450570438693
"ENSMUST00000207582","Gprc5b","Day3",0.00585709579637117,0.0136916838845523
"ENSMUST00000207583","Tub","Day12",0.0111403952649608,0.0200239795732728
"ENSMUST00000207594","Prcp","Day3",0.00013974520337956,0.00182593465883659
"ENSMUST00000207614","Gprc5b","Day3",5.40331093863422e-05,0.00113600071887357
"ENSMUST00000207615","Elavl1","Day6",0.000500110912904583,0.00346117562993957
"ENSMUST00000207636","Prss23","Day3",0.0154907601763117,0.0244016657428678
"ENSMUST00000207655","Tbc1d16","Day6",0.00699124603876233,0.0151226401670624
"ENSMUST00000207659","Prmt1","Day6",0.0477775243224551,0.0485143904070792
"ENSMUST00000207677","Dpf1","Day12",0.00985764772327713,0.0186767151818811
"ENSMUST00000207684","Gdf1","Day12",0.0037865015084817,0.0104924308033035
"ENSMUST00000207687","Nat14","Day12",0.0012182143610161,0.00558621750333004
"ENSMUST00000207702","Prmt1","Day6",0.00655924262186935,0.0145385649032907
"ENSMUST00000207737","Nr1h2","Day3",0.0242290534126026,0.0319778769570223
"ENSMUST00000207747","Psenen","Day3",0.00505814569769492,0.0124924464633963
"ENSMUST00000207748","Ucp2","Day12",0.00107906157988957,0.00523827735180446
"ENSMUST00000207750","Akap13","Day3",0.0318597221170235,0.0376341087212125
"ENSMUST00000207757","Lysmd4","Day6",0.0428149614190689,0.0452061759615296
"ENSMUST00000207775","Myh14","Day3",1.38125868529571e-05,0.000613512473597441
"ENSMUST00000207780","Smim27","Day3",0.0325729050190124,0.0381612440854328
"ENSMUST00000207792","Tnfsf13b","Day12",0.0434986011084316,0.0455466649848424
"ENSMUST00000207807","Tanc2","Day12",0.000337890785425121,0.00283710581636399
"ENSMUST00000207835","Mettl9","Day6",0.0428935303786083,0.0452587912134454
"ENSMUST00000207839","Ccl25","Day12",0.00601884548554588,0.0139183318179021
"ENSMUST00000207849","Serpinh1","Day3",6.20295065141274e-05,0.00121055075548676
"ENSMUST00000207852","Ppfibp2","Day3",0.000409178890393713,0.0031158177954936
"ENSMUST00000207858","Arhgap33","Day12",0.00236770852716672,0.00810259852611266
"ENSMUST00000207860","Arhgap33","Day12",0.00136138132336816,0.00595739034285182
"ENSMUST00000207873","Zfp14","Day6",0.000704013266798031,0.00412253526476378
"ENSMUST00000207875","Fam168a","Day12",0.0440942530364926,0.0459444257652871
"ENSMUST00000207883","Map6","Day12",0.00207383294034558,0.00756258604276853
"ENSMUST00000207890","Ucp2","Day3",0.00109206165296516,0.00524163404894428
"ENSMUST00000207893","Dgat2","Day12",0.00907272756727062,0.0177758259678456
"ENSMUST00000207895","Htatip2","Day3",0.00223174805963844,0.00784318517913898
"ENSMUST00000207899","Usp29","Day12",0.0328366220792417,0.0383579427405172
"ENSMUST00000207917","Kcnb1","Day12",0.00622607485082727,0.0141881917498927
"ENSMUST00000207926","U2af2","Day12",0.0289733775894517,0.0358022030601201
"ENSMUST00000207930","Camsap3","Day12",0.0030556663545962,0.009344131445428
"ENSMUST00000207932","Prss23","Day3",5.67274935736606e-06,0.000392872243555992
"ENSMUST00000207941","Pnpla6","Day12",0.00284965900514944,0.00898911347329646
"ENSMUST00000207953","Adgrg6","Day3",0.000942292842896486,0.00485206875497123
"ENSMUST00000207955","Tmem147","Day12",0.00796012893148834,0.0163407159552553
"ENSMUST00000207970","Camsap3","Day12",0.0292409911121538,0.0359959675939334
"ENSMUST00000207974","Ccdc106","Day12",6.99894885787256e-05,0.00128531270920634
"ENSMUST00000207975","Zfand6","Day3",0.00112278317816339,0.00532650042923447
"ENSMUST00000207989","Serpinh1","Day3",0.000217455125706145,0.00227634118253582
"ENSMUST00000207990","Slc13a5","Day3",0.00938762707165863,0.0181921992462316
"ENSMUST00000207992","Prcp","Day3",0.00531872303040815,0.0128879226941427
"ENSMUST00000208002","Pnpla6","Day12",0.0305520623832412,0.0369279402927739
"ENSMUST00000208011","Csnk1g1","Day3",0.00649372115398905,0.0144296118078239
"ENSMUST00000208013","Fam168a","Day12",0.0314314583245482,0.0373176318878771
"ENSMUST00000208040","Gde1","Day12",0.00446840513250391,0.0116240094524396
"ENSMUST00000208043","Pigq","Day3",0.0162447928869671,0.0251189377033874
"ENSMUST00000208044","Myh14","Day3",0.00013330324717109,0.00178206167014441
"ENSMUST00000208054","Rps17","Day6",0.0407856832049821,0.0438436784654233
"ENSMUST00000208056","Slc13a5","Day12",0.0104854815637031,0.0194177381104291
"ENSMUST00000208058","Pcf11","Day12",0.0064638595849148,0.0144296118078239
"ENSMUST00000208061","Gdpd5","Day12",0.0128258184491624,0.0215975733013618
"ENSMUST00000208064","Camsap3","Day12",0.00260140130620212,0.00854398541904094
"ENSMUST00000208071","Pigq","Day12",0.0364818327077424,0.0410119148260884
"ENSMUST00000208084","Pstk","Day6",0.0324796930248775,0.038096639468643
"ENSMUST00000208086","Aldh3a2","Day12",0.00352002802366203,0.0101192849378606
"ENSMUST00000208103","Prcp","Day3",0.0485641827416897,0.0490483387964774
"ENSMUST00000208106","Tacc2","Day3",0.00649372115398905,0.0144296118078239
"ENSMUST00000208119","Serpinh1","Day3",5.96710465610162e-05,0.00118955776585532
"ENSMUST00000208126","Samd4b","Day12",0.041821786547188,0.0445886676472577
"ENSMUST00000208128","Bcl2l12","Day3",0.00197771292958204,0.00735650594398942
"ENSMUST00000208146","Csrp3","Day3",1.50578697779569e-05,0.0006324339062041
"ENSMUST00000208151","Ryr3","Day6",0.00233621826600039,0.00802870242695965
"ENSMUST00000208169","Tmem147","Day6",0.00757590943020703,0.0158293647266803
"ENSMUST00000208182","Akap13","Day3",0.0152757548578052,0.0242077777893089
"ENSMUST00000208187","Akap13","Day3",0.00316577861590261,0.00952942431333409
"ENSMUST00000208190","Nap1l4","Day6",0.0219718762243249,0.030316221055416
"ENSMUST00000208193","Ccnd1","Day12",0.00238342993726315,0.00813512111090074
"ENSMUST00000208195","Usp29","Day12",0.0168438233152685,0.0256810274829466
