Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Mouse gene name,Mouse gene stable ID,Mouse protein or transcript stable ID
ENSG00000147099,ENSG00000147099.21,ENST00000647594,ENST00000647594.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000650604,ENST00000650604.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000650477,ENST00000650477.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000650076,ENST00000650076.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000648731,ENST00000648731.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000649181,ENST00000649181.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000649274,ENST00000649274.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000650471,ENST00000650471.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000648276,ENST00000648276.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000470998,ENST00000470998.2,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000647641,ENST00000647641.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000649543,ENST00000649543.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000373568,ENST00000373568.7,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000648139,ENST00000648139.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000648834,ENST00000648834.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000648711,ENST00000648711.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000436675,ENST00000436675.6,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000647606,ENST00000647606.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000415409,ENST00000415409.6,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000478743,ENST00000478743.2,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000648298,ENST00000648298.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000648870,ENST00000648870.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000649116,ENST00000649116.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000649752,ENST00000649752.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000647718,ENST00000647718.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000649242,ENST00000649242.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000649518,ENST00000649518.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000648285,ENST00000648285.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000412342,ENST00000412342.6,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000373571,ENST00000373571.6,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000648962,ENST00000648962.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000439122,ENST00000439122.7,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000648158,ENST00000648158.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000648036,ENST00000648036.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000650126,ENST00000650126.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000647974,ENST00000647974.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000373560,ENST00000373560.7,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000373559,ENST00000373559.8,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000648577,ENST00000648577.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000421523,ENST00000421523.6,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000648101,ENST00000648101.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000650636,ENST00000650636.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000373554,ENST00000373554.6,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000373556,ENST00000373556.8,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000444609,ENST00000444609.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000147099,ENSG00000147099.21,ENST00000486704,ENST00000486704.1,Hdac8,ENSMUSG00000067567,ENSMUSP00000085226
ENSG00000165671,ENSG00000165671.22,ENST00000508896,ENST00000508896.7,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000689549,ENST00000689549.1,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000354179,ENST00000354179.9,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000686993,ENST00000686993.1,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000689326,ENST00000689326.1,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000439151,ENST00000439151.7,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000602285,ENST00000602285.1,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000510954,ENST00000510954.6,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000689345,ENST00000689345.1,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000511258,ENST00000511258.6,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000347982,ENST00000347982.9,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000687453,ENST00000687453.1,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000685206,ENST00000685206.1,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000644863,ENST00000644863.2,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000638627,ENST00000638627.3,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000688613,ENST00000688613.1,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000375350,ENST00000375350.3,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000508029,ENST00000508029.6,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000692024,ENST00000692024.1,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000503056,ENST00000503056.6,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000504457,ENST00000504457.5,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000505395,ENST00000505395.5,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000687095,ENST00000687095.1,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000515735,ENST00000515735.1,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000513736,ENST00000513736.1,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000165671,ENSG00000165671.22,ENST00000686385,ENST00000686385.1,Nsd1,ENSMUSG00000021488,ENSMUSP00000097089
ENSG00000080503,ENSG00000080503.25,ENST00000637383,ENST00000637383.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000357248,ENST00000357248.8,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000450198,ENST00000450198.6,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000634287,ENST00000634287.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000637103,ENST00000637103.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000704350,ENST00000704350.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000634536,ENST00000634536.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000704351,ENST00000704351.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000636559,ENST00000636559.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000349721,ENST00000349721.8,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000704352,ENST00000704352.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000704353,ENST00000704353.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000637134,ENST00000637134.2,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000636903,ENST00000636903.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000637352,ENST00000637352.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000637097,ENST00000637097.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000457226,ENST00000457226.2,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000382194,ENST00000382194.6,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000439732,ENST00000439732.6,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000634760,ENST00000634760.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000637806,ENST00000637806.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000636221,ENST00000636221.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000382203,ENST00000382203.5,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000491574,ENST00000491574.2,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000704354,ENST00000704354.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000635226,ENST00000635226.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000635030,ENST00000635030.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000634403,ENST00000634403.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000704355,ENST00000704355.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000635739,ENST00000635739.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000636916,ENST00000636916.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000635129,ENST00000635129.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000636501,ENST00000636501.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000636233,ENST00000636233.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000637371,ENST00000637371.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000635185,ENST00000635185.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000634925,ENST00000634925.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000636157,ENST00000636157.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000636969,ENST00000636969.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000634271,ENST00000634271.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000636758,ENST00000636758.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000638139,ENST00000638139.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000634772,ENST00000634772.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000639760,ENST00000639760.2,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000452193,ENST00000452193.5,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000324954,ENST00000324954.10,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000635133,ENST00000635133.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000634931,ENST00000634931.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000423555,ENST00000423555.6,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000382185,ENST00000382185.6,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000635590,ENST00000635590.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000634989,ENST00000634989.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000302401,ENST00000302401.8,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000382183,ENST00000382183.6,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000417599,ENST00000417599.6,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000636367,ENST00000636367.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000382186,ENST00000382186.6,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000635530,ENST00000635530.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000635388,ENST00000635388.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000634706,ENST00000634706.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000634338,ENST00000634338.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000635688,ENST00000635688.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000634435,ENST00000634435.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000637856,ENST00000637856.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000634343,ENST00000634343.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000635659,ENST00000635659.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000416751,ENST00000416751.2,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000635397,ENST00000635397.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000634781,ENST00000634781.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000634688,ENST00000634688.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000635273,ENST00000635273.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
ENSG00000080503,ENSG00000080503.25,ENST00000635392,ENST00000635392.1,Smarca2,ENSMUSG00000024921,ENSMUSP00000135784
